crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
944,34.99833298,944,33.31040573,944,83.72691345,944,11.53814125,944,8.585530281,944,10.87389469,944,9.301235199,
943,34.99191666,943,33.27007675,943,83.71961212,943,11.48026752,943,8.675674438,943,10.79144096,943,9.358633041,
942,34.96286392,942,33.2689209,942,83.77165985,942,11.49739552,942,8.556184769,942,10.81403828,942,9.228818893,
941,35.06800842,941,33.28256607,941,83.70163727,941,11.48550034,941,8.596299171,941,10.79510498,941,9.22978878,
940,35.08464813,940,33.3366127,940,83.70185852,940,11.47937679,940,8.646709442,940,10.77094078,940,9.20024395,
939,35.03778458,939,33.30643082,939,83.6102066,939,11.44886017,939,8.605690956,939,10.81089115,939,9.277915001,
938,35.01883698,938,33.37356949,938,83.67340088,938,11.3840189,938,8.609055519,938,10.73461723,938,9.259713173,
937,35.10260773,937,33.33042526,937,83.52096558,937,11.34822083,937,8.562918663,937,10.74317741,937,9.252786636,
936,35.01283264,936,33.28102875,936,83.47748566,936,11.39508152,936,8.554457664,936,10.7372818,936,9.226531982,
935,35.05012512,935,33.33259964,935,83.39094543,935,11.40677071,935,8.544205666,935,10.65606022,935,9.148655891,
934,35.08740997,934,33.33550262,934,83.39768982,934,11.30602932,934,8.59821701,934,10.70373154,934,9.174097061,
933,35.10432053,933,33.33452988,933,83.20717621,933,11.28579044,933,8.625386238,933,10.6811018,933,9.168934822,
932,35.12221146,932,33.34404755,932,83.06326294,932,11.32056904,932,8.604650497,932,10.64939499,932,9.21079731,
931,35.13253784,931,33.36558151,931,83.008255,931,11.25081825,931,8.528684616,931,10.5924015,931,9.139897346,
930,35.08643723,930,33.33565521,930,82.84619141,930,11.27201462,930,8.581636429,930,10.64848709,930,9.166031837,
929,35.19754028,929,33.36084366,929,82.69194031,929,11.35228348,929,8.541659355,929,10.66619587,929,9.172919273,
928,35.07281113,928,33.3852005,928,82.46316528,928,11.28139782,928,8.580757141,928,10.64585876,928,9.172590256,
927,35.16497421,927,33.34224701,927,82.36653137,927,11.25895405,927,8.612828255,927,10.64151573,927,9.161841393,
926,35.14126968,926,33.38056946,926,82.05474854,926,11.2251873,926,8.583394051,926,10.51831722,926,9.143200874,
925,35.20754623,925,33.4017067,925,81.9252243,925,11.24447727,925,8.608312607,925,10.6480751,925,9.151871681,
924,35.21869278,924,33.3511467,924,81.69207764,924,11.15859032,924,8.546191216,924,10.59833241,924,9.173207283,
923,35.16100693,923,33.39919281,923,81.4280777,923,11.09256935,923,8.473182678,923,10.62218952,923,9.102087975,
922,35.18230057,922,33.43093491,922,81.16069794,922,11.17372704,922,8.602083206,922,10.53164196,922,9.073863029,
921,35.24422836,921,33.44725037,921,80.87216949,921,11.10267448,921,8.617856026,921,10.54629803,921,9.100237846,
920,35.19552231,920,33.44265747,920,80.5779953,920,11.10184383,920,8.533937454,920,10.58512497,920,9.194396019,
919,35.21355438,919,33.45063782,919,80.27028656,919,11.0253706,919,8.500852585,919,10.60852528,919,9.056182861,
918,35.23217392,918,33.46696091,918,79.83937073,918,10.95875359,918,8.501487732,918,10.53970337,918,9.048933983,
917,35.25569534,917,33.52190399,917,79.53231049,917,11.0124836,917,8.470157623,917,10.60211945,917,9.09284687,
916,35.2510376,916,33.38445663,916,79.09725952,916,11.04306316,916,8.484352112,916,10.61266232,916,9.031590462,
915,35.26240921,915,33.5748024,915,78.83255005,915,10.91756535,915,8.568249702,915,10.53586006,915,9.103525162,
914,35.30506897,914,33.51419067,914,78.44382477,914,10.93074417,914,8.443338394,914,10.55314732,914,9.020139694,
913,35.25195694,913,33.51601791,913,77.93676758,913,10.98220539,913,8.411205292,913,10.58090401,913,9.116709709,
912,35.19286346,912,33.40361023,912,77.47183228,912,10.85498238,912,8.489134789,912,10.57481289,912,9.070688248,
911,35.34649658,911,33.44573212,911,77.06024933,911,10.92776299,911,8.419110298,911,10.52304554,911,9.07995224,
910,35.1634903,910,33.44690323,910,76.65932465,910,10.84719563,910,8.383227348,910,10.49890232,910,8.985433578,
909,35.30954742,909,33.48501205,909,76.18439484,909,10.82711887,909,8.511881828,909,10.48936844,909,9.036222458,
908,35.29860306,908,33.33673477,908,75.54377747,908,10.83917713,908,8.370135307,908,10.61429691,908,9.000119209,
907,35.3003006,907,33.47857285,907,75.18572998,907,10.87301064,907,8.375247955,907,10.57036591,907,8.99819088,
906,35.35119629,906,33.50174713,906,74.67640686,906,10.7676897,906,8.413851738,906,10.50393295,906,8.94549942,
905,35.26339722,905,33.43850327,905,74.18056488,905,10.76517868,905,8.269174576,905,10.54260349,905,8.946312904,
904,35.19373703,904,33.50643158,904,73.65680695,904,10.81970596,904,8.474634171,904,10.58773518,904,8.97240448,
903,35.29928589,903,33.45713043,903,73.07897949,903,10.72926998,903,8.343144417,903,10.59947491,903,8.967405319,
902,35.25985336,902,33.46336365,902,72.60506439,902,10.65053749,902,8.480484962,902,10.6205101,902,8.923952103,
901,35.27803421,901,33.51966858,901,72.08370209,901,10.74917507,901,8.376867294,901,10.50119972,901,8.963486671,
900,35.3388176,900,33.47343063,900,71.51540375,900,10.65572643,900,8.325292587,900,10.43067837,900,8.957145691,
899,35.28061676,899,33.59115982,899,71.08711243,899,10.64489365,899,8.321119308,899,10.51570702,899,8.944238663,
898,35.31005096,898,33.52025223,898,70.64655304,898,10.50324535,898,8.2402668,898,10.48828506,898,8.968801498,
897,35.37955475,897,33.5039978,897,70.19937134,897,10.66418552,897,8.386341095,897,10.52655602,897,8.873794556,
896,35.25797272,896,33.51287079,896,69.75786591,896,10.48510456,896,8.275615692,896,10.49547672,896,8.941905975,
895,35.28689957,895,33.55826569,895,69.42357635,895,10.54831982,895,8.321802139,895,10.49854279,895,8.984264374,
894,35.38812256,894,33.4969902,894,68.98882294,894,10.49836826,894,8.387985229,894,10.575737,894,8.83240509,
893,35.35007858,893,33.51715469,893,68.50145721,893,10.35304928,893,8.366470337,893,10.42723846,893,8.872846603,
892,35.31793594,892,33.61515808,892,68.34087372,892,10.45147133,892,8.273276329,892,10.51127434,892,8.886798859,
891,35.40100098,891,33.51411057,891,68.11721039,891,10.38968372,891,8.396263123,891,10.54253769,891,8.857421875,
890,35.34806061,890,33.42380142,890,67.83560944,890,10.40918255,890,8.216368675,890,10.45930481,890,8.921518326,
889,35.3318367,889,33.70943069,889,67.77944946,889,10.29106426,889,8.247265816,889,10.39701462,889,9.00352478,
888,35.37560272,888,33.53225708,888,67.57672882,888,10.48291683,888,8.272049904,888,10.50892925,888,8.979761124,
887,35.31349182,887,33.63196182,887,67.42331696,887,10.31863594,887,8.117772102,887,10.53377247,887,8.839262962,
886,35.41963577,886,33.60059738,886,67.27228546,886,10.36129189,886,8.230419159,886,10.51207638,886,8.83368206,
885,35.35154724,885,33.49496078,885,67.29417419,885,10.27961922,885,8.261819839,885,10.37544823,885,8.836967468,
884,35.29058456,884,33.56562042,884,67.29975128,884,10.20083618,884,8.207228661,884,10.51625729,884,8.824767113,
883,35.47417831,883,33.57601929,883,67.49797058,883,10.20170593,883,8.264492035,883,10.53185463,883,8.844051361,
882,35.46994781,882,33.55870056,882,67.71858978,882,10.18152618,882,8.210899353,882,10.43136883,882,8.901717186,
881,35.30263519,881,33.39514923,881,67.56603241,881,10.08080482,881,8.249155045,881,10.44397831,881,8.806819916,
880,35.37963486,880,33.57537842,880,68.0916214,880,10.11124802,880,8.045770645,880,10.36074257,880,8.70071125,
879,35.42132568,879,33.49215317,879,68.5657196,879,10.0746479,879,8.219174385,879,10.35642624,879,8.880186081,
878,35.27020264,878,33.60469818,878,68.77063751,878,10.06238842,878,8.081673622,878,10.45278263,878,8.966744423,
877,35.4907341,877,33.56750107,877,69.36169434,877,9.972371101,877,8.015403748,877,10.42788696,877,8.691443443,
876,35.39118576,876,33.53653717,876,69.64450836,876,10.05257797,876,8.368677139,876,10.59273529,876,8.738832474,
875,35.31523514,875,33.53979111,875,70.17353058,875,10.08465862,875,8.258722305,875,10.5111351,875,8.806099892,
874,35.42228699,874,33.57135391,874,70.50983429,874,10.14854813,874,8.146295547,874,10.4994545,874,8.737080574,
873,35.43767548,873,33.70597839,873,71.12088013,873,9.947486877,873,8.178060532,873,10.67743683,873,8.612659454,
872,35.4172821,872,33.61536407,872,71.59406281,872,9.963698387,872,8.251836777,872,10.48672676,872,8.747857094,
871,35.43292999,871,33.46695328,871,72.25239563,871,9.821603775,871,8.036215782,871,10.35364246,871,8.75812149,
870,35.48786545,870,33.69872284,870,72.86876678,870,10.05853844,870,8.142848015,870,10.36631012,870,8.815911293,
869,35.46495819,869,33.49947739,869,73.61122894,869,9.846442223,869,8.2290802,869,10.53275204,869,8.637654305,
868,35.35435486,868,33.72158051,868,73.85190582,868,10.09886169,868,7.991763115,868,10.51920986,868,8.793210983,
867,35.33950806,867,33.44310379,867,74.5406189,867,10.12408447,867,7.929053307,867,10.61132908,867,8.706893921,
866,35.58034515,866,33.54239655,866,75.1441803,866,9.925822258,866,8.233983994,866,10.53227615,866,8.7277565,
865,35.37894058,865,33.54532242,865,75.5113678,865,9.743330956,865,8.188286781,865,10.56037426,865,8.648146629,
864,35.66380692,864,33.6522522,864,76.2328186,864,9.766319275,864,8.119029999,864,10.39023018,864,8.689558983,
863,35.42087936,863,33.83717346,863,76.68482208,863,9.506116867,863,8.13841629,863,10.29747868,863,8.518888474,
862,35.44396591,862,33.62945175,862,77.14044952,862,9.878468513,862,8.064154625,862,10.43040562,862,8.736157417,
861,35.38038635,861,33.52255249,861,77.89283752,861,9.710146904,861,8.212110519,861,10.50969505,861,8.699295044,
860,35.4946022,860,33.51654816,860,78.23734283,860,9.950390816,860,8.005901337,860,10.33940887,860,8.708324432,
859,35.45288849,859,33.46761703,859,78.49351501,859,9.763970375,859,8.231237411,859,10.3809185,859,8.767256737,
858,35.54242706,858,33.57638168,858,79.31841278,858,9.744540215,858,7.940790653,858,10.26393604,858,8.734323502,
857,35.56222534,857,33.50447464,857,79.40213013,857,9.664253235,857,8.12344265,857,10.35690308,857,8.470281601,
856,35.4379158,856,33.87090683,856,80.01571655,856,9.559556961,856,7.960119247,856,10.4774437,856,8.833334923,
855,35.50954437,855,33.80676651,855,79.91663361,855,9.58157444,855,8.092507362,855,10.62341213,855,8.609152794,
854,35.30191803,854,33.44735336,854,80.38320923,854,9.660131454,854,8.007259369,854,10.05554199,854,8.708409309,
853,35.43204498,853,33.47559357,853,80.83135986,853,9.403504372,853,8.034292221,853,10.75750256,853,8.692927361,
852,35.56986618,852,33.67029572,852,81.07155609,852,9.42347908,852,8.374679565,852,10.40485287,852,8.68938446,
851,35.4848175,851,33.51486206,851,81.26629639,851,9.709925652,851,7.581643581,851,10.24933624,851,8.466950417,
850,35.38515091,850,33.82746124,850,81.41951752,850,9.261770248,850,7.8384161,850,10.68882084,850,8.532087326,
849,35.62960815,849,33.39649582,849,81.93444824,849,8.99920845,849,8.421748161,849,10.27804756,849,8.568983078,
848,35.72333908,848,33.65559387,848,82.00026703,848,9.489624977,848,7.895733356,848,10.40922451,848,8.526313782,
847,35.54440689,847,33.7898407,847,82.16484833,847,9.556471825,847,7.650232315,847,10.5097084,847,8.323008537,
846,35.44219589,846,33.74615479,846,82.35608673,846,9.720021248,846,8.0664711,846,9.884114265,846,8.604391098,
845,35.90498734,845,33.70888519,845,82.35289764,845,9.699577332,845,7.685682297,845,10.54127884,845,8.663497925,
844,35.55561829,844,33.79027557,844,82.53925323,844,9.098176003,844,8.285503387,844,10.46961498,844,8.730443001,
843,35.5786171,843,33.53281784,843,82.70128632,843,9.336982727,843,7.917387962,843,10.34830379,843,8.70933342,
842,35.81451797,842,33.70175552,842,82.42463684,842,9.282516479,842,8.090917587,842,10.49840832,842,8.528551102,
841,35.19070053,841,33.42051697,841,82.73403931,841,9.419836998,841,8.113233566,841,10.1879282,841,8.551772118,
840,35.812603,840,33.50407791,840,82.66274261,840,8.866923332,840,7.985575676,840,10.29156208,840,8.7973032,
839,35.65908813,839,34.03615189,839,82.8976059,839,9.040728569,839,8.096172333,839,9.849430084,839,8.682800293,
838,35.58728409,838,33.55397415,838,82.64530945,838,9.185754776,838,7.805152416,838,10.40924072,838,8.757647514,
837,35.66741943,837,33.7460022,837,83.1500473,837,8.74404335,837,7.905925751,837,10.2802639,837,8.620353699,
836,35.67487717,836,33.87238693,836,83.14308167,836,9.037642479,836,7.689394951,836,10.37012005,836,8.243298531,
835,35.66054535,835,33.20915604,835,82.80230713,835,8.926462173,835,7.665210724,835,10.40008926,835,8.443677902,
834,35.62441254,834,33.69821548,834,83.48509979,834,9.107254028,834,8.470394135,834,10.65890121,834,8.334945679,
833,35.67139435,833,33.51566696,833,83.1375885,833,8.726625443,833,8.306736946,833,10.3782835,833,8.408411026,
832,35.93457413,832,34.00808716,832,83.38843536,832,8.944171906,832,7.943259239,832,10.12719154,832,8.680228233,
831,35.11616135,831,34.07782364,831,83.05239105,831,8.922725677,831,7.978268147,831,9.75128746,831,8.529720306,
830,35.52295685,830,33.58594894,830,82.93776703,830,8.735767365,830,7.516180038,830,10.59262466,830,8.312307358,
829,35.94836426,829,33.31900406,829,83.09931183,829,9.03263855,829,7.489929199,829,10.49050331,829,8.504256248,
828,35.3483429,828,34.13528824,828,83.56403351,828,8.907536507,828,8.043107033,828,10.39086533,828,8.552109718,
827,35.26314926,827,33.79643631,827,82.77462006,827,9.056290627,827,7.807214737,827,10.09377003,827,8.655700684,
826,35.70166397,826,33.27309418,826,83.09319305,826,8.945565224,826,7.951919556,826,10.89971638,826,8.264667511,
825,35.84739304,825,33.9465065,825,83.2657547,825,8.888920784,825,7.854871273,825,10.29623222,825,9.046010971,
824,35.34601974,824,33.74780273,824,82.20980072,824,8.46766758,824,8.341861725,824,10.04951286,824,8.186069489,
823,35.85810089,823,33.96943665,823,83.20314026,823,8.62434864,823,8.119729042,823,10.22136402,823,8.555323601,
822,35.7361908,822,33.7358284,822,82.87794495,822,8.973881721,822,8.183899879,822,10.68404198,822,8.515861511,
821,35.87392426,821,33.68268585,821,82.35957336,821,8.913756371,821,7.999768734,821,10.36463642,821,8.310352325,
820,35.66435623,820,33.73894501,820,82.11936188,820,8.27838707,820,7.753637314,820,9.983273506,820,8.07779789,
819,35.51600266,819,34.05374146,819,82.10303497,819,8.983413696,819,7.853751659,819,10.16591835,819,8.240619659,
818,35.52309799,818,33.11125946,818,82.08132172,818,8.604194641,818,7.828642368,818,10.58703423,818,8.639944077,
817,35.7035141,817,33.29741287,817,81.85195923,817,8.567637444,817,7.840360641,817,9.844389915,817,7.989973068,
816,35.6462822,816,34.39783096,816,82.26496887,816,8.478333473,816,7.63616991,816,10.63691235,816,8.535003662,
815,35.39798355,815,33.77590942,815,81.45417786,815,8.572525978,815,7.981975555,815,10.22792816,815,7.901766777,
814,35.93323517,814,33.94101715,814,81.0562973,814,8.447827339,814,8.468170166,814,10.09169388,814,8.449683189,
813,35.87781525,813,34.21813965,813,81.68761444,813,8.553808212,813,7.960464954,813,9.868515015,813,8.421457291,
812,35.63789368,812,33.35960007,812,80.44238281,812,8.348804474,812,8.098988533,812,10.35122395,812,8.130045891,
811,35.68312073,811,33.50565338,811,80.03669739,811,8.143903732,811,8.174091339,811,9.977583885,811,8.717970848,
810,35.66698837,810,33.84286118,810,80.53805542,810,9.155537605,810,7.968923569,810,10.23836708,810,7.998400688,
809,36.11936951,809,33.89095306,809,79.5438385,809,8.180430412,809,7.955780029,809,10.09984207,809,8.04917717,
808,35.35460281,808,33.87330627,808,79.45139313,808,8.856143951,808,8.186028481,808,9.848081589,808,8.30426693,
807,35.76324844,807,34.33136749,807,79.01345062,807,8.46540451,807,7.36727953,807,10.07301617,807,8.743496895,
806,35.63261414,806,33.32784653,806,78.18008423,806,8.142926216,806,8.091230392,806,9.752850533,806,8.412089348,
805,36.0773201,805,33.56965637,805,78.75779724,805,8.456401825,805,8.390175819,805,10.81287766,805,8.585129738,
804,35.96805191,804,33.66635513,804,77.39601135,804,7.679601192,804,7.571970463,804,10.32367992,804,8.543479919,
803,35.65219498,803,34.28432465,803,77.7463913,803,8.241760254,803,7.271122932,803,10.12343788,803,8.704907417,
802,35.72566605,802,34.08538818,802,77.08726501,802,8.18864727,802,8.336585999,802,10.2922554,802,8.225354195,
801,35.93080521,801,33.90861511,801,76.31606293,801,8.311700821,801,7.914055824,801,10.46468353,801,8.773902893,
800,36.02742767,800,33.95883179,800,76.28960419,800,8.533526421,800,7.463305473,800,10.09693146,800,8.736598969,
799,35.3695755,799,33.40733719,799,73.07220459,799,5.729150295,799,6.705926895,799,10.2270546,799,8.02183342,
798,35.48522186,798,33.49373245,798,72.31784821,798,5.682741642,798,6.705371857,798,10.2451992,798,8.047552109,
797,35.54389191,797,33.58190536,797,71.90003967,797,5.722207069,797,6.764552593,797,10.24572468,797,8.05870533,
796,35.50362396,796,33.40467072,796,70.8770752,796,5.665860653,796,6.730343342,796,10.19014168,796,8.011328697,
795,35.51251221,795,33.57442093,795,70.78923035,795,5.655025005,795,6.737261295,795,10.25326538,795,8.000321388,
794,35.52325821,794,33.59960556,794,70.40702057,794,5.599410534,794,6.73347044,794,10.26617908,794,7.983203411,
793,35.55685425,793,33.56128311,793,69.97605133,793,5.641806126,793,6.748882771,793,10.24498749,793,7.975085735,
792,35.616436,792,33.5970459,792,69.84215546,792,5.552269936,792,6.763950825,792,10.20484352,792,8.025132179,
791,35.63225555,791,33.5866127,791,69.62442017,791,5.594920158,791,6.809669495,791,10.25079536,791,7.98220396,
790,35.49598312,790,33.60942459,790,69.52404022,790,5.566432953,790,6.716770649,790,10.22530079,790,7.98421669,
789,35.49103546,789,33.46696091,789,69.63536072,789,5.520430565,789,6.786153316,789,10.21298981,789,7.943656921,
788,35.61358643,788,33.6618576,788,70.00021362,788,5.53409481,788,6.76312685,788,10.26439571,788,7.967596531,
787,35.63369751,787,33.61349869,787,70.41834259,787,5.4991045,787,6.783610344,787,10.23904991,787,8.019952774,
786,35.69498825,786,33.59540939,786,71.14446259,786,5.522651196,786,6.797286034,786,10.24130535,786,7.98074913,
785,35.51799011,785,33.55089569,785,71.75969696,785,5.472853184,785,6.807796001,785,10.23768711,785,7.928814888,
784,35.67168808,784,33.64360809,784,72.7073822,784,5.472020626,784,6.79436779,784,10.25206089,784,7.970436096,
783,35.62535095,783,33.68328094,783,73.60734558,783,5.424403667,783,6.856225967,783,10.20380974,783,7.988346577,
782,35.58963013,782,33.66534042,782,74.51868439,782,5.398047447,782,6.806695461,782,10.1979208,782,7.940397263,
781,35.67577744,781,33.62861633,781,75.71889496,781,5.403828144,781,6.837777615,781,10.21141815,781,7.925022602,
780,35.53007507,780,33.62118912,780,76.63657379,780,5.394361973,780,6.825500488,780,10.18732834,780,7.906122684,
779,35.67776489,779,33.61791229,779,77.89955139,779,5.370479584,779,6.843359947,779,10.22021866,779,7.936719894,
